Player,Player-additional,League,Season,Home Continent,Home Country,Home City,Overall Value,Offensive Performance,Defensive Performance,Biometrics,Migration Difficulty
Wilmer Difo,difowi01,MLB,2018,North America,Dominican Republic,Santiago,46.7,52.7,52.3,46.0,51.3
Wilmer Difo,difowi01,MLB,2019,North America,Dominican Republic,Santiago,43.6,47.6,50.3,46.0,51.3
Wilmer Difo,difowi01,MLB,2020,North America,Dominican Republic,Santiago,47.2,44.0,48.2,46.0,51.3
Wilmer Difo,difowi01,MLB,2021,North America,Dominican Republic,Santiago,47.2,49.3,46.4,46.0,51.3
Wilmer Difo,difowi01,MLB,2022,North America,Dominican Republic,Santiago,47.2,43.0,48.1,46.0,51.3
Martín Dihigo,dihigma99,MLB,1923,North America,Cuba,Cidra,44.9,49.4,48.0,53.5,51.3
Martín Dihigo,dihigma99,MLB,1924,North America,Cuba,Cidra,49.4,53.5,49.3,53.5,51.3
Martín Dihigo,dihigma99,MLB,1925,North America,Cuba,Cidra,50.7,53.5,50.1,53.5,51.3
Martín Dihigo,dihigma99,MLB,1926,North America,Cuba,Cidra,63.8,70.6,51.2,53.5,51.3
Martín Dihigo,dihigma99,MLB,1927,North America,Cuba,Cidra,56.1,66.5,48.4,53.5,51.3
Martín Dihigo,dihigma99,MLB,1929,North America,Cuba,Cidra,61.5,71.7,49.1,53.5,51.3
Martín Dihigo,dihigma99,MLB,1935,North America,Cuba,Cidra,54.3,61.4,51.1,53.5,51.3
Martín Dihigo,dihigma99,MLB,1936,North America,Cuba,Cidra,54.7,63.9,53.4,53.5,51.3
Martín Dihigo,dihigma99,MLB,1945,North America,Cuba,Cidra,48.9,52.1,49.1,53.5,51.3
Miguel Diloné,dilonmi01,MLB,1974,North America,Dominican Republic,Santiago,48.0,43.0,47.0,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1975,North America,Dominican Republic,Santiago,47.2,43.0,47.2,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1976,North America,Dominican Republic,Santiago,48.5,43.0,47.0,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1977,North America,Dominican Republic,Santiago,46.7,43.0,47.4,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1978,North America,Dominican Republic,Santiago,46.7,45.8,49.0,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1979,North America,Dominican Republic,Santiago,45.7,45.3,48.0,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1980,North America,Dominican Republic,Santiago,61.0,50.0,50.0,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1981,North America,Dominican Republic,Santiago,47.6,47.7,49.4,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1982,North America,Dominican Republic,Santiago,44.1,49.4,49.7,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1983,North America,Dominican Republic,Santiago,47.6,45.5,47.5,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1984,North America,Dominican Republic,Santiago,55.2,45.7,48.5,36.6,51.3
Miguel Diloné,dilonmi01,MLB,1985,North America,Dominican Republic,Santiago,44.1,44.7,48.6,36.6,51.3
Marcos Diplán,diplama01,MLB,2021,North America,Dominican Republic,Santiago,47.6,43.0,46.4,50.6,51.3
Marcos Diplán,diplama01,MLB,2022,North America,Dominican Republic,Santiago,48.0,43.0,52.1,50.6,51.3
Rafael Dolis,dolisra01,MLB,2011,North America,Dominican Republic,La Romana,47.6,43.0,47.0,72.0,51.3
Rafael Dolis,dolisra01,MLB,2012,North America,Dominican Republic,La Romana,47.6,43.0,46.2,72.0,51.3
Rafael Dolis,dolisra01,MLB,2013,North America,Dominican Republic,La Romana,47.6,43.0,47.0,72.0,51.3
Rafael Dolis,dolisra01,MLB,2020,North America,Dominican Republic,La Romana,52.5,44.4,52.1,72.0,51.3
Rafael Dolis,dolisra01,MLB,2021,North America,Dominican Republic,La Romana,47.6,43.0,46.2,72.0,51.3
Freddy Dolsi,dolsifr01,MLB,2008,North America,Dominican Republic,San Pedro de Macoris,47.6,43.0,47.4,36.6,51.3
Freddy Dolsi,dolsifr01,MLB,2009,North America,Dominican Republic,San Pedro de Macoris,47.6,43.0,46.8,36.6,51.3
Jasson Domínguez,dominja01,MLB,2023,North America,Dominican Republic,Esperanza,48.5,68.6,50.4,40.1,51.3
José Domínguez,dominjo01,MLB,2013,North America,Dominican Republic,San Pedro de Macoris,47.6,43.0,47.2,50.6,51.3
José Domínguez,dominjo01,MLB,2014,North America,Dominican Republic,San Pedro de Macoris,47.6,43.0,46.2,50.6,51.3
José Domínguez,dominjo01,MLB,2015,North America,Dominican Republic,San Pedro de Macoris,47.6,43.0,47.0,50.6,51.3
José Domínguez,dominjo01,MLB,2016,North America,Dominican Republic,San Pedro de Macoris,47.6,43.0,46.3,50.6,51.3
Seranthony Domínguez,dominse01,MLB,2018,North America,Dominican Republic,Esperanza,47.6,43.0,46.7,61.7,51.3
Seranthony Domínguez,dominse01,MLB,2019,North America,Dominican Republic,Esperanza,47.6,43.0,46.7,61.7,51.3
Seranthony Domínguez,dominse01,MLB,2021,North America,Dominican Republic,Esperanza,47.6,43.0,47.0,61.7,51.3
Seranthony Domínguez,dominse01,MLB,2022,North America,Dominican Republic,Esperanza,53.8,45.9,52.8,61.7,51.3
Seranthony Domínguez,dominse01,MLB,2023,North America,Dominican Republic,Esperanza,49.4,47.9,51.2,61.7,51.3
Seranthony Domínguez,dominse01,MLB,2024,North America,Dominican Republic,Esperanza,45.7,48.4,49.6,61.7,51.3
Lino Donoso,donosli01,MLB,1947,North America,Cuba,La Habana,48.0,47.7,63.9,34.2,51.3
Lino Donoso,donosli01,MLB,1955,North America,Cuba,La Habana,47.2,43.6,47.7,34.2,51.3
Lino Donoso,donosli01,MLB,1956,North America,Cuba,La Habana,47.6,43.0,47.0,34.2,51.3
Brendan Donovan,donovbr01,MLB,2022,Europe,Germany,Wurzburg,65.9,53.1,51.8,56.3,67.5
Brendan Donovan,donovbr01,MLB,2023,Europe,Germany,Wurzburg,56.1,55.5,51.0,56.3,67.5
Brendan Donovan,donovbr01,MLB,2024,Europe,Germany,Wurzburg,48.5,53.3,50.2,56.3,67.5
Patsy Donovan,donovpa01,MLB,1890,Europe,Ireland,Cobh,43.1,47.7,49.1,39.5,51.3
Patsy Donovan,donovpa01,MLB,1891,Europe,Ireland,Cobh,54.3,54.1,48.6,39.5,51.3
Patsy Donovan,donovpa01,MLB,1892,Europe,Ireland,Cobh,54.3,50.5,49.0,39.5,51.3
Patsy Donovan,donovpa01,MLB,1893,Europe,Ireland,Cobh,56.5,54.5,47.5,39.5,51.3
Patsy Donovan,donovpa01,MLB,1894,Europe,Ireland,Cobh,49.9,57.9,47.8,39.5,51.3
Patsy Donovan,donovpa01,MLB,1895,Europe,Ireland,Cobh,56.1,54.1,48.3,39.5,51.3
Patsy Donovan,donovpa01,MLB,1896,Europe,Ireland,Cobh,57.8,54.6,48.2,39.5,51.3
Patsy Donovan,donovpa01,MLB,1897,Europe,Ireland,Cobh,51.7,53.5,48.6,39.5,51.3
Patsy Donovan,donovpa01,MLB,1898,Europe,Ireland,Cobh,55.2,49.2,49.2,39.5,51.3
Patsy Donovan,donovpa01,MLB,1899,Europe,Ireland,Cobh,44.9,53.7,48.2,39.5,51.3
Patsy Donovan,donovpa01,MLB,1900,Europe,Ireland,Cobh,52.5,53.9,48.0,39.5,51.3
Patsy Donovan,donovpa01,MLB,1901,Europe,Ireland,Cobh,59.6,56.3,49.5,39.5,51.3
Patsy Donovan,donovpa01,MLB,1902,Europe,Ireland,Cobh,61.5,49.3,48.0,39.5,51.3
Patsy Donovan,donovpa01,MLB,1903,Europe,Ireland,Cobh,56.1,50.7,48.6,39.5,51.3
Patsy Donovan,donovpa01,MLB,1904,Europe,Ireland,Cobh,43.1,46.4,49.7,39.5,51.3
Patsy Donovan,donovpa01,MLB,1906,Europe,Ireland,Cobh,47.2,43.0,47.9,39.5,51.3
Patsy Donovan,donovpa01,MLB,1907,Europe,Ireland,Cobh,47.6,43.0,47.0,39.5,51.3
Melvin Dorta,dortame01,MLB,2006,South America,Venezuela,Valencia,47.2,43.0,47.5,34.2,51.3
Octavio Dotel,doteloc01,MLB,1999,North America,Dominican Republic,Santo Domingo,48.0,43.7,49.9,61.1,51.3
Octavio Dotel,doteloc01,MLB,2000,North America,Dominican Republic,Santo Domingo,45.4,43.0,48.0,61.1,51.3
Octavio Dotel,doteloc01,MLB,2001,North America,Dominican Republic,Santo Domingo,47.2,43.0,47.2,61.1,51.3
Octavio Dotel,doteloc01,MLB,2002,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.8,61.1,51.3
Octavio Dotel,doteloc01,MLB,2003,North America,Dominican Republic,Santo Domingo,47.2,43.0,47.0,61.1,51.3
Octavio Dotel,doteloc01,MLB,2004,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.5,61.1,51.3
Octavio Dotel,doteloc01,MLB,2005,North America,Dominican Republic,Santo Domingo,49.4,47.2,50.5,61.1,51.3
Octavio Dotel,doteloc01,MLB,2006,North America,Dominican Republic,Santo Domingo,45.4,47.4,47.5,61.1,51.3
Octavio Dotel,doteloc01,MLB,2007,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.4,61.1,51.3
Octavio Dotel,doteloc01,MLB,2008,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.5,61.1,51.3
Octavio Dotel,doteloc01,MLB,2009,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.6,61.1,51.3
Octavio Dotel,doteloc01,MLB,2010,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.6,61.1,51.3
Octavio Dotel,doteloc01,MLB,2011,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.7,61.1,51.3
Octavio Dotel,doteloc01,MLB,2012,North America,Dominican Republic,Santo Domingo,47.6,43.0,46.5,61.1,51.3
Octavio Dotel,doteloc01,MLB,2013,North America,Dominican Republic,Santo Domingo,44.9,43.0,47.5,61.1,51.3
Félix Doubront,doubrfe01,MLB,2010,South America,Venezuela,Puerto Cabello,47.2,50.7,53.3,69.2,51.3
Félix Doubront,doubrfe01,MLB,2011,South America,Venezuela,Puerto Cabello,47.2,45.8,48.2,69.2,51.3
Félix Doubront,doubrfe01,MLB,2012,South America,Venezuela,Puerto Cabello,47.6,43.0,46.4,69.2,51.3
Félix Doubront,doubrfe01,MLB,2013,South America,Venezuela,Puerto Cabello,47.2,43.0,49.6,69.2,51.3
Félix Doubront,doubrfe01,MLB,2014,South America,Venezuela,Puerto Cabello,47.6,43.0,50.3,69.2,51.3
Félix Doubront,doubrfe01,MLB,2015,South America,Venezuela,Puerto Cabello,44.9,62.8,59.4,69.2,51.3
Camilo Doval,dovalca01,MLB,2021,North America,Dominican Republic,Yamasa,47.6,43.0,46.6,50.0,51.3
Camilo Doval,dovalca01,MLB,2022,North America,Dominican Republic,Yamasa,55.7,45.5,53.8,50.0,51.3
Camilo Doval,dovalca01,MLB,2023,North America,Dominican Republic,Yamasa,47.6,43.0,46.6,50.0,51.3
Camilo Doval,dovalca01,MLB,2024,North America,Dominican Republic,Yamasa,48.0,46.4,51.8,50.0,51.3
Jeter Downs,downsje01,MLB,2022,South America,Colombia,San Andres,44.9,48.9,52.5,44.9,51.3
Jeter Downs,downsje01,MLB,2023,South America,Colombia,San Andres,48.0,45.0,47.5,44.9,51.3
Tom Dowse,dowseto01,MLB,1890,Europe,Ireland,Mohill,44.1,46.4,49.0,39.5,51.3
Tom Dowse,dowseto01,MLB,1891,Europe,Ireland,Mohill,42.2,49.5,49.2,39.5,51.3
Tom Dowse,dowseto01,MLB,1892,Europe,Ireland,Mohill,42.2,47.0,49.0,39.5,51.3
Jack Doyle,doyleja01,MLB,1889,Europe,Ireland,Killorglin,48.9,46.4,48.9,27.8,43.1
Jack Doyle,doyleja01,MLB,1890,Europe,Ireland,Killorglin,53.8,54.6,47.0,27.8,43.1
Jack Doyle,doyleja01,MLB,1891,Europe,Ireland,Killorglin,50.7,53.9,50.9,27.8,43.1
Jack Doyle,doyleja01,MLB,1892,Europe,Ireland,Killorglin,57.8,58.7,49.8,27.8,43.1
Jack Doyle,doyleja01,MLB,1893,Europe,Ireland,Killorglin,57.8,55.2,47.9,27.8,43.1
Jack Doyle,doyleja01,MLB,1894,Europe,Ireland,Killorglin,65.1,64.5,47.2,27.8,43.1
Jack Doyle,doyleja01,MLB,1895,Europe,Ireland,Killorglin,53.4,58.6,47.9,27.8,43.1
Jack Doyle,doyleja01,MLB,1896,Europe,Ireland,Killorglin,60.1,62.2,48.1,27.8,43.1
Jack Doyle,doyleja01,MLB,1897,Europe,Ireland,Killorglin,64.1,60.3,48.6,27.8,43.1
Jack Doyle,doyleja01,MLB,1898,Europe,Ireland,Killorglin,53.0,56.7,47.9,27.8,43.1
Jack Doyle,doyleja01,MLB,1899,Europe,Ireland,Killorglin,56.1,58.5,48.3,27.8,43.1
Jack Doyle,doyleja01,MLB,1900,Europe,Ireland,Killorglin,48.9,55.0,48.1,27.8,43.1
Jack Doyle,doyleja01,MLB,1901,Europe,Ireland,Killorglin,46.7,52.4,48.1,27.8,43.1
Jack Doyle,doyleja01,MLB,1902,Europe,Ireland,Killorglin,53.0,50.2,48.6,27.8,43.1
Jack Doyle,doyleja01,MLB,1903,Europe,Ireland,Killorglin,61.5,58.6,48.6,27.8,43.1
Jack Doyle,doyleja01,MLB,1904,Europe,Ireland,Killorglin,48.0,49.4,48.6,27.8,43.1
Jack Doyle,doyleja01,MLB,1905,Europe,Ireland,Killorglin,46.7,43.0,47.0,27.8,43.1
John Doyle,doylejo02,MLB,1882,North America,Canada,Halifax,47.2,43.0,52.0,32.0,35.0
Moe Drabowsky,drabomo01,MLB,1956,Europe,Poland,Ozanna,47.6,43.0,47.8,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1957,Europe,Poland,Ozanna,48.5,48.0,53.5,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1958,Europe,Poland,Ozanna,47.2,44.8,49.8,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1959,Europe,Poland,Ozanna,46.7,43.9,50.8,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1960,Europe,Poland,Ozanna,47.2,43.0,46.6,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1961,Europe,Poland,Ozanna,48.0,43.8,46.6,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1962,Europe,Poland,Ozanna,46.2,43.0,48.6,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1963,Europe,Poland,Ozanna,47.6,49.8,52.9,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1964,Europe,Poland,Ozanna,44.9,43.0,48.6,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1965,Europe,Poland,Ozanna,47.2,43.0,47.7,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1966,Europe,Poland,Ozanna,49.4,44.4,47.4,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1967,Europe,Poland,Ozanna,49.4,43.3,47.2,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1968,Europe,Poland,Ozanna,48.0,43.0,47.0,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1969,Europe,Poland,Ozanna,48.0,43.0,47.3,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1970,Europe,Poland,Ozanna,47.2,43.0,47.2,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1971,Europe,Poland,Ozanna,47.6,43.0,46.9,54.1,83.8
Moe Drabowsky,drabomo01,MLB,1972,Europe,Poland,Ozanna,47.6,43.0,46.6,54.1,83.8
Reinaldo Drake,drakere01,MLB,1945,North America,Cuba,La Habana,50.7,47.9,47.0,25.0,51.3
Reinaldo Drake,drakere01,MLB,1946,North America,Cuba,La Habana,50.2,49.6,47.0,25.0,51.3
Reinaldo Drake,drakere01,MLB,1947,North America,Cuba,La Habana,48.5,49.0,47.0,25.0,51.3
Reinaldo Drake,drakere01,MLB,1948,North America,Cuba,La Habana,47.2,47.3,47.0,25.0,51.3
Valentín Dreke,drekeva01,MLB,1920,North America,Cuba,Union de Reyes,55.2,51.0,47.0,27.2,51.3
Valentín Dreke,drekeva01,MLB,1921,North America,Cuba,Union de Reyes,54.7,53.4,47.0,27.2,51.3
Valentín Dreke,drekeva01,MLB,1922,North America,Cuba,Union de Reyes,54.3,51.0,47.0,27.2,51.3
Valentín Dreke,drekeva01,MLB,1923,North America,Cuba,Union de Reyes,52.0,56.5,47.0,27.2,51.3
Valentín Dreke,drekeva01,MLB,1924,North America,Cuba,Union de Reyes,55.2,57.4,47.0,27.2,51.3
Valentín Dreke,drekeva01,MLB,1925,North America,Cuba,Union de Reyes,53.4,54.3,47.0,27.2,51.3
Valentín Dreke,drekeva01,MLB,1926,North America,Cuba,Union de Reyes,50.7,54.1,47.0,27.2,51.3
Valentín Dreke,drekeva01,MLB,1927,North America,Cuba,Union de Reyes,55.2,53.1,47.0,27.2,51.3
Claro Duany,duanycl01,MLB,1944,North America,Cuba,Caibarien,46.7,46.9,47.0,60.5,51.3
Claro Duany,duanycl01,MLB,1947,North America,Cuba,Caibarien,50.2,54.6,47.0,60.5,51.3
Daniel Duarte,duartda01,MLB,2022,North America,Mexico,Huatabampo,47.2,52.7,47.9,62.8,51.3
Daniel Duarte,duartda01,MLB,2023,North America,Mexico,Huatabampo,47.6,43.0,46.5,62.8,51.3
Daniel Duarte,duartda01,MLB,2024,North America,Mexico,Huatabampo,48.0,57.5,51.4,62.8,51.3
Mauricio Dubón,dubonma01,MLB,2019,North America,Honduras,San Pedro Sula,50.2,51.8,49.9,41.2,51.3
Mauricio Dubón,dubonma01,MLB,2020,North America,Honduras,San Pedro Sula,52.0,51.6,50.7,41.2,51.3
Mauricio Dubón,dubonma01,MLB,2021,North America,Honduras,San Pedro Sula,49.4,51.3,50.5,41.2,51.3
Mauricio Dubón,dubonma01,MLB,2022,North America,Honduras,San Pedro Sula,47.6,50.1,49.2,41.2,51.3
Mauricio Dubón,dubonma01,MLB,2023,North America,Honduras,San Pedro Sula,59.6,55.2,51.8,41.2,51.3
Mauricio Dubón,dubonma01,MLB,2024,North America,Honduras,San Pedro Sula,48.9,52.3,47.9,41.2,51.3
Rob Ducey,duceyro01,MLB,1987,North America,Canada,Toronto,48.9,46.6,48.3,46.5,35.0
Rob Ducey,duceyro01,MLB,1988,North America,Canada,Toronto,50.7,46.1,48.1,46.5,35.0
Rob Ducey,duceyro01,MLB,1989,North America,Canada,Toronto,46.7,45.6,49.9,46.5,35.0
Rob Ducey,duceyro01,MLB,1990,North America,Canada,Toronto,49.9,47.8,50.0,46.5,35.0
Rob Ducey,duceyro01,MLB,1991,North America,Canada,Toronto,48.5,45.5,50.2,46.5,35.0
Rob Ducey,duceyro01,MLB,1992,North America,Canada,Toronto,42.2,43.6,49.2,46.5,35.0
Rob Ducey,duceyro01,MLB,1993,North America,Canada,Toronto,50.7,50.1,49.7,46.5,35.0
Rob Ducey,duceyro01,MLB,1994,North America,Canada,Toronto,44.9,44.1,47.4,46.5,35.0
Rob Ducey,duceyro01,MLB,1997,North America,Canada,Toronto,51.7,48.2,49.6,46.5,35.0
Rob Ducey,duceyro01,MLB,1998,North America,Canada,Toronto,51.7,50.2,51.6,46.5,35.0
Rob Ducey,duceyro01,MLB,1999,North America,Canada,Toronto,52.5,53.3,51.2,46.5,35.0
Rob Ducey,duceyro01,MLB,2000,North America,Canada,Toronto,45.7,50.5,50.5,46.5,35.0
Rob Ducey,duceyro01,MLB,2001,North America,Canada,Toronto,48.9,48.5,49.5,46.5,35.0
Gus Dugas,dugasgu01,MLB,1930,North America,Canada,St. Jean de Matha,47.6,44.4,48.5,31.4,35.0
Gus Dugas,dugasgu01,MLB,1932,North America,Canada,St. Jean de Matha,47.2,48.7,48.1,31.4,35.0
Gus Dugas,dugasgu01,MLB,1933,North America,Canada,St. Jean de Matha,43.6,46.6,48.1,31.4,35.0
Gus Dugas,dugasgu01,MLB,1934,North America,Canada,St. Jean de Matha,46.7,43.6,47.4,31.4,35.0
Mariano Duncan,duncama01,MLB,1985,North America,Dominican Republic,San Pedro de Macoris,55.7,52.0,54.5,36.6,51.3
Mariano Duncan,duncama01,MLB,1986,North America,Dominican Republic,San Pedro de Macoris,47.2,52.5,52.7,36.6,51.3
Mariano Duncan,duncama01,MLB,1987,North America,Dominican Republic,San Pedro de Macoris,44.9,50.7,52.2,36.6,51.3
Mariano Duncan,duncama01,MLB,1989,North America,Dominican Republic,San Pedro de Macoris,44.9,48.9,50.9,36.6,51.3
Mariano Duncan,duncama01,MLB,1990,North America,Dominican Republic,San Pedro de Macoris,58.3,57.1,51.6,36.6,51.3
Mariano Duncan,duncama01,MLB,1991,North America,Dominican Republic,San Pedro de Macoris,46.2,56.9,51.2,36.6,51.3
Mariano Duncan,duncama01,MLB,1992,North America,Dominican Republic,San Pedro de Macoris,52.5,54.6,54.2,36.6,51.3
Mariano Duncan,duncama01,MLB,1993,North America,Dominican Republic,San Pedro de Macoris,48.0,60.9,53.1,36.6,51.3
Mariano Duncan,duncama01,MLB,1994,North America,Dominican Republic,San Pedro de Macoris,49.9,57.6,52.7,36.6,51.3
Mariano Duncan,duncama01,MLB,1995,North America,Dominican Republic,San Pedro de Macoris,47.2,54.6,52.1,36.6,51.3
Mariano Duncan,duncama01,MLB,1996,North America,Dominican Republic,San Pedro de Macoris,59.6,57.5,52.6,36.6,51.3
Mariano Duncan,duncama01,MLB,1997,North America,Dominican Republic,San Pedro de Macoris,42.6,48.9,53.2,36.6,51.3
Steve Dunn,dunnst01,MLB,1884,North America,Canada,London,48.5,43.0,47.0,34.2,35.0
Ezequiel Durán,duranez01,MLB,2022,North America,Dominican Republic,San Juan de la Maguana,48.0,53.5,52.2,42.9,51.3
Ezequiel Durán,duranez01,MLB,2023,North America,Dominican Republic,San Juan de la Maguana,51.7,57.4,55.4,42.9,51.3
Ezequiel Durán,duranez01,MLB,2024,North America,Dominican Republic,San Juan de la Maguana,49.9,44.7,50.4,42.9,51.3
Germán Durán,durange01,MLB,2008,North America,Mexico,Zacatecas,45.7,49.5,50.0,40.7,51.3
Jhoan Durán,duranjh01,MLB,2022,North America,Dominican Republic,Esperanza,47.6,43.0,46.8,72.9,51.3
Jhoan Durán,duranjh01,MLB,2023,North America,Dominican Republic,Esperanza,56.1,47.0,54.7,72.9,51.3
Jhoan Durán,duranjh01,MLB,2024,North America,Dominican Republic,Esperanza,47.6,49.7,49.9,72.9,51.3
Luis Durango,duranlu01,MLB,2009,North America,Panama,Panama,48.9,43.0,47.7,27.8,51.3
Luis Durango,duranlu01,MLB,2010,North America,Panama,Panama,47.6,45.0,48.1,27.8,51.3
Luis Durango,duranlu01,MLB,2011,North America,Panama,Panama,47.6,48.8,48.6,27.8,51.3
Roberto Durán,duranro01,MLB,1997,North America,Dominican Republic,Moca,47.6,43.0,46.1,39.0,51.3
Roberto Durán,duranro01,MLB,1998,North America,Dominican Republic,Moca,47.6,43.0,48.8,39.0,51.3
Erubiel Durazo,durazer01,MLB,1999,North America,Mexico,Hermosillo,53.8,60.4,51.4,71.6,51.3
Erubiel Durazo,durazer01,MLB,2000,North America,Mexico,Hermosillo,48.9,56.5,50.9,71.6,51.3
Erubiel Durazo,durazer01,MLB,2001,North America,Mexico,Hermosillo,53.0,57.1,50.9,71.6,51.3
Erubiel Durazo,durazer01,MLB,2002,North America,Mexico,Hermosillo,53.8,63.6,52.1,71.6,51.3
Erubiel Durazo,durazer01,MLB,2003,North America,Mexico,Hermosillo,55.7,63.5,53.8,71.6,51.3
Erubiel Durazo,durazer01,MLB,2004,North America,Mexico,Hermosillo,62.8,66.6,53.9,71.6,51.3
Erubiel Durazo,durazer01,MLB,2005,North America,Mexico,Hermosillo,46.2,52.5,49.8,71.6,51.3
Trent Durrington,durritr01,MLB,1999,Oceania,Australia,Sydney,43.1,43.7,50.2,40.7,59.4
Trent Durrington,durritr01,MLB,2000,Oceania,Australia,Sydney,46.7,43.0,47.0,40.7,59.4
Trent Durrington,durritr01,MLB,2003,Oceania,Australia,Sydney,47.2,44.0,47.0,40.7,59.4
Trent Durrington,durritr01,MLB,2004,Oceania,Australia,Sydney,47.2,45.7,49.4,40.7,59.4
Trent Durrington,durritr01,MLB,2005,Oceania,Australia,Sydney,46.7,44.0,47.4,40.7,59.4
Jesen Therrien,dygesje01,MLB,2017,North America,Canada,Montreal,47.6,43.0,46.5,65.0,35.0
Radhames Dykhoff,dykhora01,MLB,1998,North America,Aruba,Paradera,47.2,43.0,47.9,52.4,51.3
Mike Eden,edenmi01,MLB,1976,North America,Panama,Fort Clayton,46.7,45.4,47.0,35.3,43.1
Mike Eden,edenmi01,MLB,1978,North America,Panama,Fort Clayton,46.2,43.0,47.0,35.3,43.1
Robert Eenhoorn,eenhoro01,MLB,1994,Europe,Netherlands,Rotterdam,48.0,43.0,47.0,47.1,51.3
Robert Eenhoorn,eenhoro01,MLB,1995,Europe,Netherlands,Rotterdam,46.7,47.7,48.9,47.1,51.3
Robert Eenhoorn,eenhoro01,MLB,1996,Europe,Netherlands,Rotterdam,48.0,44.4,48.1,47.1,51.3
Robert Eenhoorn,eenhoro01,MLB,1997,Europe,Netherlands,Rotterdam,48.5,52.6,47.6,47.1,51.3
Ed Eiteljorg,eiteled01,MLB,1890,Europe,Germany,Berlin,47.6,43.0,47.4,51.9,67.5
Ed Eiteljorg,eiteled01,MLB,1891,Europe,Germany,Berlin,47.2,49.0,48.8,51.9,67.5
Roenis Elías,eliasro01,MLB,2014,North America,Cuba,Guantanamo,47.2,43.0,49.6,54.7,51.3
Roenis Elías,eliasro01,MLB,2015,North America,Cuba,Guantanamo,52.5,65.3,64.2,54.7,51.3
Roenis Elías,eliasro01,MLB,2016,North America,Cuba,Guantanamo,47.6,43.0,45.4,54.7,51.3
Roenis Elías,eliasro01,MLB,2017,North America,Cuba,Guantanamo,47.6,43.0,50.1,54.7,51.3
Roenis Elías,eliasro01,MLB,2018,North America,Cuba,Guantanamo,48.0,43.0,47.7,54.7,51.3
Roenis Elías,eliasro01,MLB,2019,North America,Cuba,Guantanamo,47.6,43.0,46.5,54.7,51.3
Roenis Elías,eliasro01,MLB,2022,North America,Cuba,Guantanamo,48.0,47.3,49.4,54.7,51.3
Narciso Elvira,elvirna01,MLB,1990,North America,Mexico,Tlalixcoyan,47.6,43.0,51.1,32.0,51.3
Bob Emslie,emslibo01,MLB,1883,North America,Canada,Guelph,46.2,43.0,57.8,41.2,35.0
Bob Emslie,emslibo01,MLB,1884,North America,Canada,Guelph,44.4,43.0,80.0,41.2,35.0
Bob Emslie,emslibo01,MLB,1885,North America,Canada,Guelph,47.2,46.0,54.5,41.2,35.0
Angelo Encarnación,encaran01,MLB,1995,North America,Dominican Republic,Santo Domingo,46.7,47.2,49.7,34.2,51.3
Angelo Encarnación,encaran01,MLB,1996,North America,Dominican Republic,Santo Domingo,47.2,44.7,49.4,34.2,51.3
Angelo Encarnación,encaran01,MLB,1997,North America,Dominican Republic,Santo Domingo,47.2,50.3,47.4,34.2,51.3
Edwin Encarnación,encared01,MLB,2005,North America,Dominican Republic,La Romana,51.7,56.3,52.3,63.3,51.3
Edwin Encarnación,encared01,MLB,2006,North America,Dominican Republic,La Romana,51.7,63.0,52.5,63.3,51.3
Edwin Encarnación,encared01,MLB,2007,North America,Dominican Republic,La Romana,54.3,62.4,52.7,63.3,51.3
Edwin Encarnación,encared01,MLB,2008,North America,Dominican Republic,La Romana,50.2,64.5,53.7,63.3,51.3
Edwin Encarnación,encared01,MLB,2009,North America,Dominican Republic,La Romana,47.6,58.6,52.4,63.3,51.3
Edwin Encarnación,encared01,MLB,2010,North America,Dominican Republic,La Romana,54.7,64.0,51.6,63.3,51.3
