city,country,latitude,longitude
Statesville,United States,35.7826363,-80.8872959
Manassas,United States,38.7509488,-77.4752667
Ramapo,United States,48.122099,-123.68223
McLean,United States,40.4631789,-88.8196613
Beatrice,United States,40.266429,-96.747369
New Smyrna Beach,United States,29.0258132,-80.9271271
Beckley,United States,37.7781702,-81.1881557
Hoffman Estates,United States,42.0427256,-88.0792782
Leland,United States,34.236434,-78.0040029
Gastonia,United States,35.2622654,-81.1838186
Eagle Point,United States,42.4718284,-122.8014155
Bisbee,United States,31.4417165,-109.9159946
Central,United States,65.538963,-144.70720919499604
Hopkinsville,United States,36.8657651,-87.4889532
Russellville,United States,35.2784173,-93.1337856
Wadesboro,United States,34.9681767,-80.07674
Shoreview,United States,45.0722056,-93.1282878
Mishawaka,United States,41.6611642,-86.1807031
Woodford,United States,40.8145359,-89.2074215
Statesboro,United States,32.4490141,-81.7832912
Rand,United States,35.4219055,-117.6925619
Pittsfield,United States,42.4484778,-73.2541069
Gardendale,United States,33.6601033,-86.8127702
Huger,United States,33.0965591,-79.803412
Monroeville,United States,40.4211798,-79.7881025
Bath,Canada,46.5119155,-67.5944492
Mullen,United States,42.0429412,-101.0425231
Waynesville,United States,35.4887476,-82.9888725
Bushey,United Kingdom,51.6441535,-0.3622403
Altoona,United States,40.518681,-78.394736
North Olmsted,United States,41.4156025,-81.9234726
Alexander City,United States,32.944012,-85.9538532
Waterville,United States,44.5524176,-69.6313607
McKeesport,United States,40.3478472,-79.864215
Pawhuska,United States,36.6633403,-96.3401208
Edna Gas,United States,39.5777583,-80.0599189
Sugar Land,United States,29.6196787,-95.6349463
Murfreesboro,United States,35.8460396,-86.3921096
Genoa,Canada,46.4806625,-81.0602592
Maple Grove,United States,45.0984983,-93.4419222
State College,United States,40.7944504,-77.8616386
Brooklyn Park,United States,45.1004807,-93.3443585
St. Catherine,Jamaica,18.047173700000002,-77.03338518903325
Roseburg,United States,43.216505,-123.3417381
Willoughby,United States,41.6397696,-81.4065011
Framington,United States,39.838352,-86.294844
Jasper,United States,30.7485258,-94.000884
Dania,United States,47.6577778,-117.4170107
Orlova,Czechia,49.8459427,18.4309274
Stanford,United States,37.426540700000004,-122.17030545534064
St. Augustine,United States,40.7183728,-90.4109616
Manalapan,United States,40.2852895,-74.333495
Northampton,United States,40.7451356,-75.3289302
Glasgow,United States,36.995906,-85.9124842
Panguitch,United States,37.8228204,-112.4357561
Hackensack,United States,40.8871438,-74.0410865
Batesburg,United States,33.9079201,-81.5473262
Marlton,United States,39.9005585,-74.93389105589023
Teachey,United States,34.7682241,-78.0080407
Mayfield,United States,36.7413624,-88.6352595
Florida City,United States,25.4480101,-80.479102
Fort Belvoir,United States,38.7104757,-77.1471487
Highland Lakes,United States,33.3981146,-86.64857821458055
Sparta,United States,33.2757006,-82.9762589
Coraopolis,United States,40.5184013,-80.1667247
Liberty,United States,30.0856736,-94.7856262
Corinth,United States,34.9343599,-88.5223353
Media,United States,40.7750395,-90.8320824
Pompano Beach,United States,26.2378597,-80.1247667
Mongtomery,United States,40.0172866,-75.2203677
West Bloomfield,United States,42.9058971,-77.5391622
Norton Shores,United States,43.1689044,-86.2639461
Port Washington,United States,40.8257072,-73.6958069
Natchitoches,United States,31.7606732,-93.0860209
Charleroi,Belgium,50.4116233,4.444528
Dumas,United States,35.8630199,-101.9663192
Edwardsville,United States,38.8114364,-89.953157
Haines City,United States,28.1067315,-81.6287423
St. Kitts,St. Kitts and Nevis,17.3209661,-62.70333331305659
Sarasota,United States,27.3365805,-82.5308545
Hopkins,United States,33.1368252,-95.5656578
Riverdale,United States,41.6333678,-87.6331021
Tawas City,United States,44.269461,-83.514697
Clawson,United States,42.5333682,-83.1463166
Martinsville,United States,36.6915262,-79.8725386
Tannersville,United States,42.1956438,-74.1337508
Watertown,United States,42.3652518,-71.1843236
Damascus,Syria,33.5130695,36.3095814
St. Matthews,United States,38.249880000000005,-85.63574235919543
St. Rose,United States,29.956663499999998,-90.31134635034735
Chula Vista,United States,32.6400541,-117.084195
Brentwood,United States,37.9317766,-121.696026
Clemson,United States,34.6850749,-82.8364111
Pahokee,United States,26.8200607,-80.6653351
Olney,United States,33.3711244,-98.7566946
Pearl,United States,32.2735792,-90.127881
Neuenburg am Rhein,Germany,47.8155916,7.5627871
Dadeville,United States,32.831238,-85.7635692
Stafford,United States,38.0350094,-98.718816
Rangely,United States,40.0874759,-108.804829
Hyannis,United States,41.6534847,-70.2823732
Eufaula,United States,31.8912717,-85.1454876
Wray,United States,40.0758822,-102.223253
Beaver Falls,United States,40.7520097,-80.3192295
Weirton,United States,40.4002396,-80.5899788
Charles Town,United States,39.2891836,-77.859581
Deerfield Beach,United States,26.318342,-80.0996306
Decorah,United States,43.3041609,-91.7859098
Gainesville,United States,29.6519684,-82.3249846
Brussels,United States,38.9494939,-90.5887314
East St. Louis,United States,38.6268666,-90.159707
Coconut Creek,United States,26.271462800000002,-80.18181396580121
Galloway,United States,39.9139207,-83.1633336
Stanton,United States,37.5691072,-101.7935648
Papillion,United States,41.1544433,-96.0422378
Edgewood,United States,42.6444914,-91.4011118
Kingsland,United States,30.7999563,-81.6898261
Ruskin,United States,27.701360299999997,-82.42379802430135
Hoxie,United States,39.357505,-100.441807
Pennington,United States,48.0513335,-96.0829271
Eagar,United States,34.1111581,-109.291475
Normal,United States,40.5092961,-88.9843937
Clay,United States,33.6856157,-98.2123296
Cary,United States,35.7882893,-78.7812081
Grantsville,United States,38.9234195,-81.0959456
Parma,United States,41.3822398,-81.7355692
West Hyattsville,United States,38.9552277,-76.96952
Groveton,United States,31.0549071,-95.1257691
League City,United States,29.5074538,-95.0949303
Selma,United States,32.4078632,-87.0207473
Mineral Point,United States,42.8601834,-90.179547
Sulligent,United States,33.9005658,-88.1335344
Lynwood,United States,33.924831,-118.2024154
Florissant,United States,38.7919683,-90.3227803
Port Arthur,United States,29.8716577,-93.9332302
Waynesboro,United States,38.0686668,-78.8893999
Aynor,United States,33.9998881,-79.1994874
Moss Point,United States,30.4115881,-88.5344601
Morehead,United States,38.1839705,-83.4326841
Gordon,United States,34.5019651,-84.8986308
Cumberland,United States,40.1541581,-77.2803933
Rison,United States,33.9585114,-92.1901577
Blaine,United States,41.9195837,-99.979237
Stone Mountain,United States,33.8062166,-84.1457505
Savannah,United States,32.0790074,-81.0921335
Varnado,United States,30.8937963,-89.8295203
Mannington,United States,39.5309169,-80.343418
Nacogdoches,United States,31.5970503,-94.5927451
Rome,United States,43.2128473,-75.4557304
Brownsburg,United States,39.8436954,-86.3970115
Winter Park,United States,28.5977707,-81.3510264
Goodland,United States,39.350833,-101.710172
Eupora,United States,33.5406769,-89.2670124
Tuscumbia,United States,34.7312005,-87.70253
Elkhart,United States,41.6012796,-85.8590603
Waycross,United States,31.2135511,-82.3540178
Subic Bay,Philippines,14.78497865,120.23397993795183
Big Stone Gap,United States,36.8677938,-82.7742267
Artesia,United States,33.8690197,-118.0796195
Evanston,United States,42.0470043,-87.6846053
Fort Stewart,United States,31.8694349,-81.6077657
Sunderland,United States,42.4636924,-72.5805642
Diamond Bar,United States,34.0286226,-117.8103367
New Baltimore,United States,42.4461934,-73.7884568
Grand Island,United States,40.924271,-98.338685
Moro,United States,45.484036,-120.731168
Suitland,United States,38.848724,-76.9238625
Holdenville,United States,35.0826,-96.3999079
Christiansted,United States,17.7439481,-64.7079823
Stroudsburg,United States,40.9864261,-75.1946649
Ruth,United States,38.3103744,-81.7281805
Friedrichshafen,Germany,47.6500279,9.4800858
Post Falls,United States,47.7110106,-116.9480877
Endicott,United States,42.098408,-76.0493684
Heaton,United States,33.0789383,-112.1345897
Carteret,United States,34.8496625,-76.5931208
Toldeo,United States,41.7307766,-84.9217434
Winnetka,United States,42.1080703,-87.7365286
Kekaha,United States,21.970833,-159.715
Abilene,United States,32.44645,-99.7475905
Suva,Fiji,-18.1415884,178.4421662
Wexford,United States,44.3353211,-85.5741088
Portage,United States,41.1496775,-81.2082
Westlake,United States,32.991226,-97.1943701
Chicago Heights,United States,41.5062834,-87.6357079
Tyndall,United States,42.9933297,-97.8628464
Buckeye,United States,33.3703197,-112.583776
Westfield,United States,42.1205411,-72.7489158
El Paso,United States,31.7601164,-106.4870404
Farmingdale,United States,40.7328811,-73.4458564
Delaware,United States,38.6920451,-75.4013315
Clarkston,United States,42.735863,-83.4188304
Ghent,United States,44.512738,-95.891137
Sioux Center,United States,43.0796879,-96.1756497
Kingsport,United States,36.550238,-82.5594293
Weddington,United States,35.0223708,-80.7609035
Beverly,United States,42.5489744,-70.8781883
Bitburg,Germany,49.9732762,6.524947
Ansted,United States,38.136411,-81.0994268
Sandstone,United States,46.1310598,-92.8674231
Alabaster,United States,33.2442813,-86.8163773
Reston,United States,38.9583737,-77.3579805
Little Falls,United States,45.9763545,-94.3625024
Pulaski,United States,37.2314232,-89.1183427
Demorest,United States,34.565193,-83.5453322
David City,United States,41.2527355,-97.1300668
Woodland,United States,38.6786109,-121.7733285
Mercer Island,United States,47.5602073,-122.22014226861951
Carrington,United States,47.44972,-99.126224
Litchfield,United States,41.767249,-73.2543049
Lake Barrington,United States,42.2126265,-88.1671534508794
Noblesville,United States,40.0455918,-86.0085955
Trieste,Italy,45.6496485,13.7772781
St. Ann's,Jamaica,18.435614,-77.2023419
East Grand Forks,United States,47.9317013,-97.0175792
Bow,United States,43.133061,-71.549149
Bagley,United States,47.521623,-95.398349
Marsberg,Germany,51.4602168,8.8552071
Solon,United States,41.8072344,-91.4940604
Stevens Point,United States,44.5234467,-89.5844457
Oshkosh,United States,44.0206919,-88.5408574
Peekskill,United States,41.289811,-73.9204922
Durango,United States,37.2395367,-107.82158179169292
Krydor,Canada,52.7879669,-107.0717631
Oil City,United States,35.4263462,-118.9603764
Elkhorn,United States,42.6719206,-88.543494
Timber Lake,United States,45.429155,-101.074034
Jordan,United States,44.6663146,-93.6261918
Girard,United States,37.5111596,-94.8380215
DeWitt,United States,29.0931328,-97.3158457
Salzwedel,Germany,52.8528456,11.1539699
Crete,United States,41.4445334,-87.6313829
Shiocton,United States,44.4447055,-88.5789902
Iola,United States,37.9244799,-95.3999814
Mount Pleasant,United States,33.1570582,-94.9694007
Downingtown,United States,40.0064958,-75.7032742
Bohemia,Czechia,49.8653861,13.5696396
Golden,United States,39.7546349,-105.22058
Sunnyside,United States,46.3246419,-120.0081898
Bridgeville,United States,40.3561805,-80.1100556
Bethel Park,United States,40.3275697,-80.0394977
Stoughton,United States,42.9167389,-89.2178997
Superior,United States,46.7207737,-92.1040796
Montpelier,United States,44.2602244,-72.5750364
Copley,United States,42.3499884,-71.0778354
Leckie,United States,37.3451154,-81.4178812
East Lansing,United States,42.7320307,-84.4721678
Spring Lake,United States,40.1535132,-74.0293941
Metairie,United States,30.00185465,-90.1767012249077
Walthill,United States,42.1483405,-96.488531
Fort William,United Kingdom,56.8178285,-5.110974
South Jordan,United States,40.5584882,-111.9367107
Whistler,United States,31.6971052,-88.8044891
Stratton,United States,43.0428562,-72.9109334
Sheldon,United States,43.1801338,-95.8525185
Kearney,United States,40.4906216,-98.9472344
Reynolds,United States,37.3762658,-90.9659462
Flathead Indian Reservation,United States,47.4456945,-114.31343513016792
Prescott,United States,34.539984,-112.468812
Redford,United States,44.6083776,-73.8043096
Exton,United States,40.0289955,-75.6207651
Hamel,United States,38.8889357,-89.845375
Whitfield,United States,34.7969288,-84.9745026
Deland,United States,29.0281051,-81.3034183
Riceboro,United States,31.7354935,-81.4334408
St. Stephens,United States,31.54353245,-88.05744957792118
Holly Springs,United States,34.76801,-89.4478784
Lumberton,United States,34.6183305,-79.008205
Fessenden,United States,47.649168,-99.629289
Westminster,United States,39.8366528,-105.0372046
Waldorf,United States,43.9349223,-93.6974928
Hinton,United States,42.626701,-96.2939254
Muskogee,United States,35.6630196,-95.3927706
Fort Gibson,United States,35.803802000000005,-95.25792674827194
Mechanicsburg,United States,40.2101972,-77.0047276
Gouveneur,United States,39.9515113,-74.1425035
Nichols,United States,41.4812476,-91.3076361
Tony,United States,45.4830249,-90.9926422
Abbeville,United States,34.2264946,-82.4364036
Dacula,United States,33.9887165,-83.8979573
Loomis,United States,38.8212889,-121.193004
Bremerhaven,Germany,53.5505392,8.5851945
Aumsville,United States,44.8409548,-122.870924
Reserve,United States,39.976147999999995,-95.56505944468024
Dewar,United States,42.5250364,-92.2197783
Van Wert,United States,40.8014651,-84.600988
Woodstock,United States,42.0410578,-74.1182492
Dudley,United States,32.5423872,-83.0704273
Roundtop,United States,39.419862,-78.0889955
Donawitz,Austria,47.3752711,15.0719828
Monongah,United States,39.4627794,-80.2181773
Spring Valley,United States,41.1130231,-74.0437839
Heber,United States,40.506463,-111.4132963
Beaver Dam,United States,43.4577692,-88.837329
Dover,United Kingdom,51.1251275,1.3134228
Mauston,United States,43.7968543,-90.0756767
Ferndale,United States,40.5778545,-124.2621147
Mountain Lake,United States,43.9392996,-94.9309224
Lahaina,United States,20.88717735,-156.6748023632949
Kingfisher,United States,35.9471931,-97.9641244
Coushatta,United States,32.0148834,-93.3421165
Somerville,United States,42.3875968,-71.0994968
Ivy,United States,38.0565268,-78.5966823
Ridgeley,United States,39.6414767,-78.7744632
Kihei,United States,20.763395,-156.44639965521395
Howard,United States,32.3047833,-101.4271085
Corinth,Greece,37.9385413,22.9273768
Wantagh,United States,40.6837121,-73.5101258
Westchester,United States,41.1763139,-73.7907554
Clearwater,United States,27.9658533,-82.8001026
Forrest City,United States,35.0081474,-90.7898342
Amesbury,United States,42.8579536,-70.9300921
Golden Valley,United States,46.3040364,-109.1714312
Marysville,United States,48.0517429,-122.1768209
Newnan,United States,33.3806716,-84.7996573
Tafuna,United States,-14.3278269,-170.7255437
New Martinsville,United States,39.6445214,-80.8575993
Takoma Park,United States,38.9778882,-77.0074765
Macedonia,United States,41.1927739,-95.4256198
West Roxbury,United States,42.2792649,-71.1494972
Proctor,United States,46.7471638,-92.2254695
McVille,United States,47.7638843,-98.1773206
Tunnel Hill,United States,34.8406339,-85.0427257
Fort Pierce,United States,27.4467056,-80.3256056
Blair,United States,40.4870748,-78.3682329
Morenci,United States,41.7195109,-84.2173964
County Mayo,Ireland,53.9087056,-9.298304863654256
Wailuku,United States,20.8905443,-156.503093
Brainard,United States,40.8120723,-124.1103384
Tofoa,Tonga,-21.1551517,-175.2269029
Milbank,United States,45.219131,-96.635617
Rabka,Poland,54.7540423,17.5164602
Harare,Zimbabwe,-17.831773,31.045686
Smithers,United States,38.1730745,-81.30350316202654
Tigard,United States,45.4307473,-122.771933
Whitewater,United States,37.9647365,-97.1475347
Hastings-on-Hudson,United States,40.9946622,-73.8785922
Williams,United States,41.5018224,-84.5923785
Bossier City,United States,32.515887,-93.7336536
Walla Walla,United States,46.2055155,-118.5174284
Grand Blanc,United States,42.9275277,-83.6299518
Burnsville,United States,44.7670567,-93.2773887
Inkster,United States,42.2942045,-83.3099303
Muskegon,United States,43.2484584,-86.129351
Peachtree City,United States,33.3975472,-84.5898256
West Milton,United States,39.9625534,-84.3280022
Chios,Greece,38.37581315,26.064655246170453
Newtown,United States,41.4134764,-73.3086445
Gallatin,United States,37.7509507,-88.2264519
Potomac,United States,39.017936,-77.2094542
Portales,United States,34.1859636,-103.3373367
Beaverton,United States,45.4871723,-122.80378
Naples,United States,26.1421976,-81.7942944
Marshall County,United States,41.0324537,-89.2998456
McKinney,United States,33.1976496,-96.6154471
Homedale,United States,43.6176584,-116.9337599
Peora,United States,39.4214749,-80.3448098
Ewa Beach,United States,21.315603,-158.008804
Waianae,United States,21.4454875,-158.18782389776402
Fo'ui,Tonga,-21.13166395,-175.21743655
St. Albans,United Kingdom,51.753051,-0.3379675
Johnsonville,United States,38.521492699999996,-88.53797753905751
Melbourne,United States,28.106471,-80.6371513
Tipton,United States,40.2899154,-86.058442
Scappoose,United States,45.7572997,-122.8743589
West Warwick,United States,41.7061296,-71.5221451
Plum,United States,40.5003457,-79.7494911
Lena,United States,42.3804975,-89.8220784
Castle Rock,United States,39.3722552,-104.858682
Gambrills,United States,39.0963486,-76.65490970738688
Klamath Falls,United States,42.224867,-121.78167
Drakes Branch,United States,36.9929252,-78.6011098
Lusby,United States,38.410358,-76.4546264
Hobbs,United States,32.707667,-103.1311314
Madras,United States,44.6334544,-121.129487
Roy,United States,41.1715361,-112.0273739
Pomona,United States,34.0553813,-117.7517496
Park City,United States,40.6460921,-111.4979963
Battle Ground,United States,45.7813532,-122.5337433
Saxon City,United States,28.9119006,-81.274944
Terre Haute,United States,39.4667025,-87.4139119
Jesup,United States,42.4750516,-92.0632129
Scranton,United States,41.4086874,-75.6621294
Larksville,United States,41.2450817,-75.9307534
Dalton,United States,46.173849,-95.915609
Primghar,United States,43.086922,-95.627232
Garden City,United States,37.9716898,-100.8726618
Pewaukee,United States,43.0846017,-88.2139452
Tunica,United States,34.6398783,-90.3623833
Jacobsburg,United States,39.9650725,-80.9042594
Phenix City,United States,32.4709761,-85.0007653
Wesley Chapel,United States,28.1866014,-82.36612096903323
Cypress,United States,29.9691116,-95.6971686
Marshville,United States,34.988486,-80.3670085
Ozark,United States,36.6467816,-92.4575198
Soperton,United States,32.3771182,-82.5923554
Olive Branch,United States,34.9617605,-89.8295315
Midway,United States,31.0260203,-95.7505033
Ryepatch,United States,42.123126,-109.333947
Mount Olive,United States,33.6846368,-86.87547483944238
Fort Payne,United States,34.4442547,-85.7196893
Fairbury,United States,40.137225,-97.180591
Otis AFB,United States,41.65203005,-70.57225008538333
Iowa Falls,United States,42.5207924,-93.2647595
Fall River,United States,41.7010642,-71.1546367
Pittsburg,United States,34.9327085,-95.7625858
Wellsford,United States,37.6166851,-99.0287147
Westlake Village,United States,34.1460234,-118.8061794
Fridley,United States,45.0838291,-93.2590388
Riverport,United States,38.751075349999994,-90.46889970788855
Egg Harbor City,United States,39.5287282,-74.6479364
Waukegan,United States,42.3636331,-87.8447938
Skokie,United States,42.0262972,-87.7521069
Simpsonville,United States,34.7370639,-82.2542834
Portsmouth,United States,43.0702223,-70.7548621
Willard,United States,39.09371795,-95.94277075656349
Destrehan,United States,29.960933,-90.3705407077716
Hennepin County,United States,45.0257232,-93.4865052
Timisoara,Romania,45.7538355,21.2257474
Lithonia,United States,33.7123305,-84.1051939
Avon Lake,United States,41.510033,-82.0185895
Bologna,Italy,44.4938203,11.3426327
Voorhes,United States,43.4808018,-124.2106512
Braddock,United States,46.5644311,-100.0909421
Kahuku,United States,21.679124,-157.94838
Raleigh County,United States,37.7493481,-81.2250929
Federal Way,United States,47.313494,-122.33931
Gould,United States,33.985221,-91.5612058
Millbrook,United States,32.4798575,-86.3619163
Crested Butte,United States,38.8698201,-106.984043
Swords Creek,United States,37.0362229,-81.9179008
Miramar,United States,25.9873137,-80.2322706
Napoleonville,United States,29.9404803,-91.0248214
Arkansas City,United States,37.0622562,-97.0388338
Duncan,United States,34.5023029,-97.9578129
Fort Lewis,United States,47.1086912,-122.554979
Littleton,United States,39.613321,-105.016649
Wahoo,United States,41.2111084,-96.6197985
Flowood,United States,32.3092861,-90.1386811
McNary,United States,34.084283,-109.85576440100813
Thibodaux,United States,29.7957633,-90.822871
Erath,United States,32.1954856,-98.2213499
Denio,United States,41.9899992,-118.635542
Fort Thomas,United States,39.0786242,-84.4483432
Oakley,United States,37.9974219,-121.7124536
Trondheim,Norway,63.4304475,10.3952118
Warrenville,United States,41.8179303,-88.174097
Spring Branch,United States,29.8899389,-98.4252957
Guilford,United States,36.0875688,-79.7888515
Chaparra,Cuba,21.1449412,-76.465369
Palos Hills,United States,41.6966397,-87.816924
Greenlawn,United States,40.8689871,-73.3651185
Durant,United States,41.5997498,-90.9107038
Commerce,United States,34.003218,-118.1541961
Bassfield,United States,31.4965591,-89.7395195
Randolph,United States,38.0472916,-89.8107962
East Meadow,United States,40.7142296,-73.5595107
Brownsville,United States,25.9024289,-97.4981698
Prosser,United States,46.2067583,-119.76916
Valdosta,United States,30.8327022,-83.2784851
Snellville,United States,33.857328,-84.0199108
Quitman,United States,31.8769847,-85.0154412
Hayti,United States,36.233679,-89.7495272
Belford,United States,40.4278405,-74.07942349440299
Wamego,United States,39.201941,-96.304998
Bellwood,United States,41.8814197,-87.883117
Lambertville,United States,40.3656188,-74.9454055
White City,United States,38.7955599,-96.7358413
Huntingdon Valley,United States,40.1226101,-75.0635049
Nampa,United States,43.5737361,-116.559631
Pearland,United States,29.5639758,-95.2864299
Mount Holly,United States,39.9928898,-74.7876624
Theodore,United States,30.5463684,-88.2023936859469
Dell,United States,35.8553519,-90.0417571
Hialeah Gardens,United States,25.8650961,-80.3244958
Lucedale,United States,30.9251869,-88.5900235
West Enfield,United States,45.2433889,-68.6497496
Luputa,DR Congo,-7.1644606,23.7164274
Harbor City,United States,33.7911012,-118.3012604
Dowagiac,United States,41.9824681,-86.1088809
Wethersfield,United States,41.7142665,-72.6525922
Milington,United States,40.214683,-83.394351
Wilmette,United States,42.0757315,-87.7193768
Bedford,United States,40.0271453,-78.5237447
Titusville,United States,28.6126236,-80.8079545
Belmont,United States,40.0057737,-81.0097516
Central City,United States,42.2039609,-91.5243615
Elkins Park,United States,40.0770553,-75.1268413
Prairie City,United States,41.5987705,-93.2360739
Miamisburg,United States,39.6428362,-84.2866083
Wahpeton,United States,46.265879,-96.608863
Hahira,United States,30.9913064,-83.3726575
Rainy River,Canada,48.8208533,-92.6997993
Maryland Heights,United States,38.7150511,-90.435999
Collinstown,Ireland,53.6471001,-7.2120269
Joppatowne,United States,39.4156237,-76.3592511
Cudahy,United States,33.9620584,-118.1835395
Nowata,United States,36.7798848,-95.6226184
Okeechobee,United States,27.3923408,-80.8873655
Webster,United States,32.050618,-84.5473105
Wilson,United States,29.1589961,-98.1251465
Dothan,United States,31.2237285,-85.3934375
St. Peter,United States,44.3238384,-93.9585295
Coon Rapids,United States,45.1728923,-93.3023898
Emmetsburg,United States,43.1108076,-94.6781897
Midfield,United States,33.4615827,-86.9086093
Holmdel,United States,40.3451095,-74.1840322
Trier,Germany,49.7596208,6.6441878
Saarbrucken,Germany,49.234362,6.996379
Fort Atkinson,United States,43.1433382,-91.9326637
Seward,United States,37.1850331,-100.8928434
Bradenton,United States,27.4989278,-82.5748194
Onalaska,United States,30.805746,-95.1163261
Salina,United States,38.8402805,-97.6114237
Braintree,United Kingdom,51.8780637,0.5537161
Utica,United States,43.1009031,-75.2326641
Fort Chaffee,United States,35.3123139,-94.3060452
Bridge City,United States,30.0294356,-93.8399077
Fullerton,United States,33.8708215,-117.929416
Red Lodge,United States,45.1859038,-109.2470622
Sycamore,United States,41.9889173,-88.6867538
Maplewood,United States,45.0082216,-93.0456985
New Lenox,United States,41.5119761,-87.9656098
Yankton,United States,43.0115255,-97.3967561
Peninsula,United States,41.241167,-81.552618
Furstenfeldbruck,Germany,48.1794705,11.2547202
Howkan,United States,54.8710508,-132.8038502
Jefferson Hills,United States,40.2911809,-79.9319942
Chantilly,United States,38.8788355,-77.40221718011088
Cedar Grove,United States,36.7907744,-118.6703779
Rupert,United States,42.6190756,-113.677234
Lake Lillian,United States,44.9435162,-94.8798814
Lancaster,United Kingdom,54.0484068,-2.7990345
Widen,United States,38.4662146,-80.857323
Dangriga,Belize,16.9666599,-88.2247368
Summersville,United States,38.2812203,-80.8525981
Carson,United States,35.3636563,-101.3353895
Neusitz,Germany,49.3711064,10.2227044
Thomaston,United States,40.7862124,-73.7137421
Canonsburg,United States,40.2588431,-80.186732
Stuttgart,United States,34.5003748,-91.5526281
Clark,United States,39.3260541,-87.7838526
Beach,United States,46.9180689,-104.0043728
Wisconsin Rapids,United States,44.3917589,-89.8228767
Silver City,United States,41.1133311,-95.637226
Snohomish,United States,48.0074736,-121.7304882
Fayette County,United States,29.8381635,-96.9559692
Seabrook,United States,29.5633199,-95.019723
Anambra,Nigeria,6.2183136,6.9531842
Grand Prairie,United States,32.7459645,-96.9977846
San Ysidro,United States,32.5520013,-117.0430813
Templeton,United States,41.9185415,-94.9430412
Vermillion,United States,39.8763626,-87.4635672
Alvin,United States,29.4238472,-95.2441009
Ansonia,United States,41.3429922,-73.0787468
Hobart,United States,41.5322592,-87.2550353
St. Ignace,United States,45.8686238,-84.7278281
Coeur d'Alene,United States,47.6742994,-116.7811531
Christian County,United States,39.5212598,-89.2829783
San Leandro,United States,37.7249296,-122.1560768
Plainville,United States,39.7836535,-91.1819178102169
Vancouver,United States,45.6306954,-122.6744557
Watseka,United States,40.7761465,-87.7364218
Groton,United States,41.3501598,-72.0761998
Margate,United States,26.2445263,-80.206436
Nu'uuli,United States,-14.312637,-170.717112
Pittsboro,United States,35.727716799999996,-79.17396839557132
Westerly,United States,37.9923315,-81.3206634
Hamilton,United States,31.6429346,-97.9715967
Council,United States,44.728532,-116.43648182094685
Exira,United States,41.5905324,-94.8757758
Hardin County,United States,30.3049642,-94.403904
Bartlesville,United States,36.7421089,-95.9528877
Kannapolis,United States,35.4874708,-80.621438
San Ramon,United States,37.7648021,-121.9544387
Port Royal,United States,32.2207592,-80.6723303
Newburgh,United States,41.5034271,-74.0104179
Floral Park,United States,40.7246999,-73.7048024
Charleton,United States,32.39902375,-90.09696972943543
Ludenscheid,Germany,51.218137,7.6396975
Langton,Canada,42.7419289,-80.5776754
Capetown,South Africa,-33.9285616,18.4094545
St. Johnsbury,United States,44.419494,-72.0156532
Petal,United States,31.3465627,-89.2600605
Glenn Dale,United States,38.9876104,-76.8205265
Oahu,United States,21.48343645,-158.03648372697478
Gooding,United States,43.0031041,-114.8286924
Clifton Springs,United States,42.9617304,-77.1399757
Moore,United States,35.8156121,-101.9104355
Price,United States,45.676627,-90.368792
Ho-Ho-Kus,United States,40.9976524,-74.110284
Harrisville,United States,42.9450815,-72.0964713
Attleboro,United States,41.9438129,-71.2806515
Sigourney,United States,41.3330944,-92.2049364
Urbana,United States,40.1117174,-88.207301
Queen Creek,United States,33.2483858,-111.634158
Coral Gables,United States,25.7331105,-80.2585107
Shrewsbury,United States,42.2960187,-71.71351
Calloway County,United States,36.6257937,-88.271076
Glendive,United States,47.10529,-104.71246
Sofia,Bulgaria,42.6977028,23.3217359
Greenock,United Kingdom,55.9473423,-4.7564721
Bowie County,United States,33.4198886,-94.4479626
Hillcrest Heights,United States,38.8328909,-76.9594189
Midale,Canada,49.3947073,-103.4113919
Carlisle,United States,40.201499,-77.1890783
Raceland,United States,38.5399754,-82.7283275
Plattsburgh,United States,44.6951801,-73.4549227
Pawtucket,United States,41.8789531,-71.3821203
Redlands,United States,34.0550328,-117.1827445
Lowmoor,United States,46.483872399999996,-87.82796588388705
Towanda,United States,40.5639242,-88.8989607
Fordyce,United States,33.8137161,-92.4129303
Ellisville,United States,38.5946373,-90.584838
Oakhurst,United States,40.2613085,-74.02665522857244
Linden,United States,33.0123537,-94.3654707
Wahiawa,United States,21.5010609,-158.0211735
Nordholz,Germany,53.7859113,8.6151701
Beverly Hills,United States,34.0696501,-118.3963062
Mayflower,United States,34.9570325,-92.4273785
Duquesne,United States,40.3814581,-79.8597708
Woodland Hills,United States,34.1684364,-118.6058382
Hemingford,United States,42.3215777,-103.0728713
Ironton,United States,46.4774631,-93.9777621
Pittsford,United States,43.090959,-77.515298
North Braddock,United States,40.4015708,-79.85051171438931
Gomer,United States,40.8450509,-84.1871708
Ellsworth,United States,38.6942009,-98.2149289
Camp Springs,United States,38.8020807,-76.92419076299771
Butler,United States,39.4233043,-84.5936897
Hermitage,United States,37.9414217,-93.3163093
Zaragoza,Mexico,28.86954205,-101.52453681159054
Vicenza,Italy,45.63485905,11.40635425660249
Amite,United States,31.1729865,-90.8217568
Twin Falls,United States,42.5558542,-114.4700684
DuPont,United States,47.0990689,-122.637546
Teheran,Iran,35.6892523,51.3896004
Gilmer County,United States,34.6859788,-84.452696
